Index,Height,Weight
1,167.0896074,51.252539257
2,181.6486334,61.90960197652
3,176.2727996,69.41183883556
4,173.270164,64.56225569096
5,172.18103739999998,65.45206790204
6,174.4925136,55.929031541760004
7,177.29718160000002,64.18092056028
8,177.83738879999999,61.89826216652
9,172.47273099999998,50.971221250519996
10,169.6271944,54.73372484928
11,168.8787326,57.81107712784
12,171.7632582,51.7743973132
13,173.4882992,56.97605887868
14,170.47606240000002,55.54774177032
15,173.4303618,52.65599950184
16,180.572664,63.501802019
17,168.81094,58.741259062519994
18,174.3691458,64.85160228292
19,180.9250382,62.551525941
20,170.5131972,56.26582389876
21,172.29782659999998,64.08385178668
22,174.9521774,65.10829022208
23,161.242121,44.407562321484
24,173.79154979999998,58.74144049948
25,171.7752216,64.34212729924
26,170.7099456,58.84200193456
27,179.939569,64.6022171814
28,171.43562359999999,59.67017093848
29,168.99638539999998,49.138753313760006
30,166.2200892,51.66063633928
31,176.58918200000002,46.85682066784
32,167.165528,54.77291523264
33,172.253402,57.056752966640005
34,179.311427,61.789490709
35,182.3842936,63.5489756286
36,175.7835702,58.39943182988001
37,169.6813472,64.31913016456
38,171.8536822,54.98986847756
39,172.2298054,59.57836383672
40,162.675189,48.4035253926
41,174.1795602,56.40866014552
42,165.56626780000002,56.63513883084
43,176.9316756,63.35374945964
44,172.6369674,62.30980655104
45,167.5914352,48.28486562076
46,174.4281246,58.406326434360004
47,169.8774352,66.08101912388
48,171.95464719999998,52.9882105756
49,177.3457718,65.1456208766
50,175.48395180000003,61.204356513
51,177.58356659999998,66.68801647356
52,171.02282279999997,57.301647503400005
53,178.4842506,56.918543362360005
54,175.52273760000003,52.48445085616
55,166.0742424,56.01376260208
56,178.2685538,67.08295937624
57,178.8316718,70.71446548988
58,169.0211504,58.09348375608
59,168.56501720000003,54.14537014724
60,171.54398,60.697376287519994
61,168.9206172,58.392083633
62,175.2589332,62.38950273572
63,173.491017,58.85833126096
64,170.21187700000002,58.43358733760001
65,179.8470368,61.3785359946
66,173.2775554,49.71885263412
67,175.4102156,64.62258348016
68,172.0368162,60.2139375076
69,170.7278272,46.959287191
70,171.1137802,56.57653469276
71,165.7866382,58.65571153588001
72,179.94066120000002,60.789319467000006
73,177.6080268,63.682966823559994
74,163.28410319999998,46.64521981324
75,173.342808,58.29633027736
76,168.5469832,54.56675748684
77,173.641385,62.86953957264
78,166.311326,60.30846616376
79,177.0874538,52.44585014292
80,172.0228716,55.575955217600004
81,174.3441014,61.06505828696001
82,169.631487,55.292278530640004
83,177.93073379999998,70.47769025708
84,168.3473392,58.48702052232
85,175.77302920000002,58.55936851012
86,175.6024174,63.26402888292
87,171.10547440000002,63.906678595239995
88,178.0361438,59.68894966384
89,178.248564,54.940562983679996
90,173.2929224,59.65316122348
91,173.0484728,61.93708967596
92,178.4161024,64.17860723904
93,181.57830080000002,63.77980880096
94,175.7801158,50.86644140612
95,177.96017239999998,60.5350809268
96,179.21485619999999,59.78352367923999
97,168.3675576,54.4440153834
98,161.1014558,55.835954381280004
99,169.5884594,58.12478163168
100,174.9740214,52.37899062316
101,164.78082360000002,46.308472815479995
102,170.4155088,59.127130117200004
103,173.60292940000002,60.864933320080006
104,166.6512542,44.742957613891996
105,172.0989954,51.96349998476
106,172.773848,56.014896583079995
107,171.8613022,55.8136376352
108,168.439084,57.36909669328
109,176.37013240000002,58.2489752308
110,162.1440496,57.69427708484
111,172.0158358,55.363764692880004
112,177.92948919999998,57.88129323136
113,178.2724908,59.71194679852
114,167.5025352,50.7549483942
115,177.81778000000003,55.3559629036
116,174.27267659999998,58.31143490428
117,174.7727518,60.18227675808001
118,177.19578479999998,61.71723343968
119,166.25669059999998,52.589638933719996
120,174.8163636,62.098659288840004
121,167.13276199999999,54.37683834896
122,170.72543960000002,49.4440663582
123,176.3273334,58.1825239442
124,175.1176584,61.36710546612
125,172.57141000000001,48.46897877592
126,166.68765240000002,55.92517600636
127,168.9000178,49.67485417132
128,172.5373486,54.11751957388
129,174.991141,63.611888894479996
130,178.41214,60.77416948084001
131,173.39622419999998,60.13759790668001
132,180.9282894,59.283982369120004
133,175.50757380000002,52.41881603588
134,163.5682022,56.15206292484
135,180.583459,58.12455483548
136,173.27544720000003,61.672509229039996
137,167.4297134,52.901256912520005
138,171.289726,57.526447896840004
139,187.70871780000002,68.66994310612
140,177.7529846,59.14944686328
141,176.5772948,61.78236930831999
142,165.5682998,51.43687920836
143,172.7420726,56.84814582188
144,173.579536,57.871404917039996
145,165.56779179999998,48.605328651360004
146,173.38570860000002,52.82482659312
147,174.16437100000002,60.70889753448
148,163.82174500000002,51.20609139524
149,174.5247462,59.31029072832
150,174.9843592,62.485573606040006
151,176.6318794,56.88211989264
152,171.19508560000003,62.80707989916
153,168.84703340000002,54.80230802016
154,167.6709118,63.57274387036
155,184.0086236,62.02408869828
156,162.8811068,48.13245857436
157,180.2920448,72.10132425288
158,171.4531496,49.34486570032
159,182.918481,62.94764818392
160,165.8910322,52.57752801664
161,170.3707286,66.35703009928001
162,163.5543592,49.8391453386
163,176.1998762,63.07197786076001
164,173.6831934,54.38577411924
165,165.8878572,58.19903470756001
166,170.527726,57.71636703472
167,173.7224872,52.26772440744
168,168.381172,56.607197539
169,170.653964,57.58405413164
170,167.61856240000003,50.47172529964
171,176.3621822,55.61446521236
172,172.65556020000002,56.33998625616
173,172.1137782,56.53816077572
174,165.8077456,54.21195751156
175,187.5374456,63.184650212920005
176,169.7053248,47.548503718599996
177,169.9110394,55.811097517760004
178,166.96862720000001,53.928643698520006
179,167.5963882,55.10870968636
180,169.12325840000003,54.09034938912
181,170.4668676,61.24581485836
182,167.3220174,52.7201374672
183,169.6229018,49.520088444440006
184,174.5888558,56.34692621988
185,168.2157164,64.0311443498
186,167.53758720000002,58.581503819240005
187,174.2026488,58.00054267332
188,169.14741379999998,54.850388814560006
189,170.0929796,57.89952764584
190,172.923581,46.02570331332
191,178.28323500000002,65.76758677548001
192,166.4245846,50.32712004252
193,171.345987,60.26542024500001
194,171.221019,66.3780314274
195,176.9404132,66.03824536056001
196,167.12689459999999,54.81351175244001
197,167.90817320000002,52.51751774212
198,173.3292698,58.19676674556
199,172.7810362,57.82023969432
200,181.3317176,58.00362710164
201,166.958264,55.11134052228
202,168.74129320000003,51.12657664752
203,177.83324860000002,61.23588118480001
204,176.48290839999999,58.36777108036
205,174.3142056,56.42970683288
206,173.641385,63.51472940240001
207,173.7113112,53.3057252556
208,174.6862902,65.26001687988001
209,177.605944,64.03377518572
210,181.7507668,70.73383388536
211,173.8570056,60.78560000932
212,169.4535092,59.011237259
213,169.3776902,48.1835330786
214,172.5599546,50.824529468360005
215,175.002317,61.77402320816
216,170.9214514,59.5276522064
217,176.7131848,59.567160104440006
218,171.8939666,54.21613056164
219,175.36553700000002,53.0687232266
220,172.637831,62.8341140062
221,167.23314280000002,49.737223126319996
222,167.0631152,59.038180647560004
223,180.69829239999999,62.19268899336
224,172.28959700000001,51.6002178316
225,165.276022,52.150652209
226,177.05692299999998,57.93050800676
227,177.6217682,55.33700274128
228,167.9338526,53.50607701868
229,174.2786456,57.93014513284
230,175.253904,53.50662132956
231,169.6509434,56.769538258960004
232,172.7800202,64.00306698023999
233,176.9683532,65.98962025528
234,182.42732120000002,52.646201906
235,184.77677039999998,61.57326321192
236,170.88995540000002,60.29367905152
237,171.221781,52.46349488728
238,174.07001,51.85395742016
239,173.9170004,67.5634951648
240,174.0374218,64.49530545272
241,161.86223660000002,60.828555209600005
242,171.9702682,64.36140497624
243,176.456721,62.933405382560004
244,169.42302920000003,60.98504458760001
245,165.68740040000003,53.07788579308
246,177.53261419999998,52.46939158848
247,177.36941919999998,61.1399463922
248,166.110666,54.69172219304
249,173.5382356,54.4689629654
250,167.484933,38.264964145520004
251,178.049047,63.021855900560006
252,167.78048740000003,65.1016224138
253,173.3164174,55.85296409628
254,165.6526532,52.40176096164
255,175.67079420000002,54.87760435856
256,171.7056256,54.72469836052
257,170.9069734,56.26142405248
258,169.7818042,53.17182477912
259,172.93033739999998,58.04159278552
260,169.08757139999997,52.95813739948
261,178.2311142,55.33632235268
262,172.3418702,56.24328035648
263,169.2226486,49.375800702
264,161.76792640000002,47.47180124376
265,172.810424,59.9866877152
266,170.03014000000002,57.68942364616
267,168.30781679999998,56.75388932116
268,179.654454,60.473845952800005
